Name,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,Tenure (months),age2
Ming Tarr,61,M,Village,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,141.74,45019.44,18,766.69,No,Yes,No,Not Applicable,Poor Website,3,8,60-69
Mara Scull,26,F,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,31.24,36622.12,6,648.5,Yes,No,No,Not Applicable,Poor Customer Service,4,6,20-29
Elza Turcios,18,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,24,232.69,42072.38,21,663.87,No,Yes,Yes,Solved in Follow-up,Poor Website,4,22,Oct-19
Nakita Fitzhugh,36,M,Town,Gold Membership,Not Specified,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,473.44,13017.11,22,607.27,No,Yes,Yes,Solved in Follow-up,Poor Website,4,1,30-39
Christene Spinelli,24,F,City,Basic Membership,No,Without Offers,Smartphone,Fiber_Optic,8,37.57,19274.81,26,511.1,Yes,No,Yes,Solved,Poor Customer Service,5,4,20-29
Kenny Priester,43,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,11,295.04,12975.68,19,299.6562924,Yes,No,Yes,No Information Available,User Friendly Website,2,26,40-49
Princess Johanson,18,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,18,31.28,25264.16,28,646.85,Yes,No,Yes,Unsolved,Poor Website,4,2,Oct-19
Loriann Austria,43,F,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,35.03,1649.86,13,737.27,No,Yes,Yes,Solved in Follow-up,Too many ads,3,4,40-49
Setsuko Lybrand,38,M,Town,No Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,14,259.25,6210.61,23,842.8406495,No,Yes,Yes,Solved in Follow-up,Too many ads,5,7,30-39
Lizette Muma,29,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,25,1891.378281,12834.14,5,671.81,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5,16,20-29
Alethia Wroten,57,F,Village,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,17,220.6,28189.16,11,717.5,No,Yes,Yes,Solved in Follow-up,Poor Website,3,7,50-59
Michelina Uzzle,36,F,Village,No Membership,No,Without Offers,Both,Mobile_Data,7,445.58,31133.26,28,1080.851352,Yes,No,No,Not Applicable,Poor Customer Service,5,27,30-39
Luetta Malatesta,59,F,Village,Basic Membership,Not Specified,Without Offers,Desktop,Fiber_Optic,16,115.65,26264.69,25,523.09,No,Yes,No,Not Applicable,Poor Product Quality,5,3,50-59
Teri Tiller,14,F,City,Gold Membership,Not Specified,Without Offers,Desktop,Wi-Fi,17,69.76,41715.23,18,788.23,No,Yes,No,Not Applicable,Poor Product Quality,3,6,Oct-19
Terrance Eder,19,F,City,Platinum Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,16,34.34,94933.81,5,807.44,Yes,No,Yes,Solved,Quality Customer Care,1,13,Oct-19
Cuc Shifflett,33,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,16,909.47,44103.9,10,750.99,Yes,Yes,No,Not Applicable,Poor Customer Service,3,20,30-39
Lorean Rodriques,16,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Not Specified,Fiber_Optic,15,70.32,21581.8,19,697.25,No,Yes,No,Not Applicable,Poor Customer Service,4,9,Oct-19
Karri Badalamenti,64,F,Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,0,50.97,49055.65,25,790.16,Yes,No,Yes,Solved in Follow-up,Poor Website,3,20,60-69
Felisa Harrell,26,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,153.14,36914.51,18,769.25,No,Yes,No,Not Applicable,Too many ads,3,4,20-29
Pattie Hemminger,22,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17,73.4,33307.54,7,722.24,No,Yes,No,Not Applicable,User Friendly Website,2,9,20-29
Idalia Schimke,48,F,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6,606.7,95775.99,2,750.07,Yes,Yes,Yes,No Information Available,Quality Customer Care,2,1,40-49
Ulrike Wiltshire,25,F,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10,180.45,12486.62,15,866.1366568,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5,26,20-29
Lorriane Wymore,59,M,City,No Membership,No,Without Offers,Desktop,Wi-Fi,11,399.61,8058.06,11,573.32,Yes,No,No,Not Applicable,Poor Website,5,10,50-59
Kristen Anchondo,56,M,Village,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,11,81.51,48761.34,15,539.76,No,Yes,No,Not Applicable,Poor Website,5,27,50-59
Nichelle Liebold,29,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10,217.16,2285.01,28,775.51,Yes,No,Yes,Unsolved,No reason specified,3,28,20-29
Narcisa Binder,19,F,Village,Basic Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,16,321.88,15266.25,27,505.79,Yes,No,Yes,Solved in Follow-up,No reason specified,5,19,Oct-19
Ferne Kranz,36,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,2,155.97,28181.45,23,31.1221994,Yes,No,Yes,No Information Available,Poor Customer Service,5,35,30-39
Serafina Devaney,29,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,214.11,48036.32,11,512.55,Yes,No,Yes,Unsolved,Too many ads,5,14,20-29
Yee Manrique,41,F,City,Gold Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,161.62,33057.23,13,711.41,Yes,No,No,Not Applicable,No reason specified,4,29,40-49
Karri Alverson,12,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14,49.2,42317.72,9,625.23,Yes,No,No,Not Applicable,Too many ads,5,33,Oct-19
Stella Okeefe,24,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,657.7,80915.31,11,744.3,Yes,Yes,No,Not Applicable,Quality Customer Care,2,12,20-29
Faustina Letsinger,12,M,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17,104.4,69985.72,19,753.66,No,Yes,Yes,Solved,Products always in Stock,1,11,Oct-19
Rufus Heindel,41,M,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,45.7,31976.51,18,535.9,No,Yes,No,Not Applicable,Poor Product Quality,5,13,40-49
Mariana Augustyn,30,F,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,6,233.48,37557.83,32.4177354,707.06,No,Yes,Yes,Unsolved,Poor Customer Service,3,22,30-39
Jeanice Daluz,54,M,City,Premium Membership,Not Specified,Credit/Debit Card Offers,Desktop,Fiber_Optic,1,33.68,81658.44,5,377.0162864,No,Yes,No,Not Applicable,Reasonable Price,2,7,50-59
Tobias Vasquez,19,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19,416.43,26149.75,6,789.46,No,Yes,No,Not Applicable,Products always in Stock,1,11,Oct-19
Sparkle Abe,55,F,City,Basic Membership,Yes,Without Offers,Both,Fiber_Optic,5,880,15447.98,9,561.94,Yes,Yes,No,Not Applicable,Poor Product Quality,5,13,50-59
Francie Kirsch,35,F,City,Silver Membership,No,Without Offers,Not Specified,Fiber_Optic,17,281.91,3630.17,24,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality,3,21,30-39
Gerri Cudney,10,F,Village,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,59.49,37601.55,6,766.48,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3,10,Oct-19
Grace Eder,31,F,City,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,5,423.9,31765.08,19,824.25,Yes,No,No,Not Applicable,User Friendly Website,1,10,30-39
Lois Kos,46,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5,34.72,32811.17,26,746.06,Yes,No,No,Not Applicable,Too many ads,3,4,40-49
Shaniqua Solt,21,M,City,Platinum Membership,Not Specified,Gift Vouchers/Coupons,Both,Wi-Fi,11,53.13,18519.18,5,750.47,Yes,Yes,No,Not Applicable,No reason specified,3,33,20-29
Marilynn Albertini,45,M,Village,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,19,33.79,39529.69,13,798.51,Yes,No,No,Not Applicable,No reason specified,3,20,40-49
Denise Yocum,46,F,City,Gold Membership,No,Gift Vouchers/Coupons,Not Specified,Wi-Fi,20,252.48,20793.12,22,295.6274238,Yes,No,Yes,Solved in Follow-up,Too many ads,3,23,40-49
Geraldine Lamphere,54,M,City,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,0,39.49,7822.5,11,716.16,No,Yes,No,Not Applicable,Poor Website,3,13,50-59
Luciano Nipper,32,M,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20,32.81,20975.82,14,729.09,No,Yes,No,Not Applicable,Poor Customer Service,3,13,30-39
Bethany Robards,45,M,Village,Basic Membership,Not Specified,Without Offers,Smartphone,Mobile_Data,17,536.17,23174.41,14,673.51,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,5,21,40-49
Dusty Asbill,46,M,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,212.79,41753.69,17,797.13,Yes,No,No,Not Applicable,User Friendly Website,1,18,40-49
Mana Buzbee,37,F,City,No Membership,Not Specified,Without Offers,Desktop,Wi-Fi,3,269.81,9269.2,19,591.94,Yes,No,Yes,Unsolved,Poor Customer Service,5,15,30-39
Marvella Paredez,33,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Not Specified,Fiber_Optic,11,421.25,1283.85,10,643.75,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4,14,30-39
Ted Treadwell,28,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,24,31.03,24954.93,8,588.55,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5,31,20-29
Joanna Wurtz,60,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16,156.17,30670.11,16,568.34,No,Yes,No,Not Applicable,Too many ads,5,24,60-69
Stephane Guarino,37,F,Town,Gold Membership,No,Without Offers,Not Specified,Mobile_Data,0,275.57,36800.43,13,291.3732946,Yes,No,No,Not Applicable,Reasonable Price,1,34,30-39
Sparkle Boyce,58,M,Town,Premium Membership,No,Without Offers,Desktop,Fiber_Optic,10,122.7,34795.92,13,769.03,Yes,No,No,Not Applicable,Poor Website,3,1,50-59
Tandra Trotta,25,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18,214.65,82591.46,14,757.23,Yes,No,Yes,Unsolved,Products always in Stock,1,34,20-29
Mellissa Bertucci,45,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,57.43,9976.64,20,1039.575712,Yes,No,Yes,Solved,Poor Customer Service,5,21,40-49
Geraldine Adkins,63,F,Village,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Mobile_Data,8,397.05,45805.89,5,632.56,Yes,No,No,Not Applicable,Poor Customer Service,5,19,60-69
Wan Orndorff,20,F,Town,Basic Membership,Not Specified,Without Offers,Desktop,Mobile_Data,7,923.8838673,15364.32,15,615.55,Yes,No,Yes,Solved in Follow-up,No reason specified,5,26,20-29
Herma Lewandowski,19,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,30.43,25760.6,24,781.41,Yes,No,Yes,Solved,Poor Product Quality,3,22,Oct-19
Selena Mccluney,50,M,City,Premium Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16,31.57,34680.55,25,703.88,No,Yes,No,Not Applicable,No reason specified,3,15,50-59
Janina Shoaf,38,F,City,Gold Membership,No,Without Offers,Desktop,Wi-Fi,20,151.79,28503.85,11,744.78,No,Yes,Yes,Solved,Poor Website,3,15,30-39
Rolf Villicana,58,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,34.25,40277.98,10,632.55,Yes,No,No,Not Applicable,Poor Customer Service,4,4,50-59
Noe Murry,57,M,Village,Gold Membership,No,Without Offers,Both,Fiber_Optic,3,300.58,10697.23,17,625.92,No,Yes,No,Not Applicable,Poor Product Quality,4,2,50-59
Sadie Lukes,40,M,City,Silver Membership,No,Without Offers,Not Specified,Fiber_Optic,15,31.95,89449.4,10,1029.317035,Yes,No,No,Not Applicable,User Friendly Website,2,2,40-49
Horacio Killam,55,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,316.19,45142.23,13,749.86,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,2,10,50-59
Evelina Martensen,36,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,30.42,46416.37,10,732.92,Yes,No,Yes,Solved,Too many ads,3,11,30-39
Alva Canton,31,F,Village,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,356.58,78564.48,13,771.82,Yes,Yes,No,Not Applicable,Quality Customer Care,2,2,30-39
Serafina Wiltse,19,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,1,140.56,40063.57,19,218.017862,Yes,No,No,Not Applicable,No reason specified,3,18,Oct-19
Yee Kizer,21,F,Village,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,33.16,79632.6,0,745.13,Yes,No,No,Not Applicable,User Friendly Website,2,1,20-29
Mickey Caudill,10,M,Town,Basic Membership,Not Specified,Without Offers,Desktop,Mobile_Data,16,68.25,14333.29,25,501.03,No,Yes,No,Not Applicable,Poor Website,5,35,Oct-19
Cornelia Myers,14,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,15,354.14,41059.17,15,788.7,No,Yes,Yes,Unsolved,Quality Customer Care,1,19,Oct-19
Desire Cranfield,23,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,11,34.94,23219.18,20,642.41,Yes,No,Yes,Solved in Follow-up,Too many ads,5,30,20-29
Len Lintner,40,M,Village,Premium Membership,Yes,Without Offers,Desktop,Wi-Fi,9,512.46,37322.76,0,782.56,No,Yes,Yes,No Information Available,Poor Product Quality,3,15,40-49
Enid Watrous,35,F,Village,No Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,321.69,7430.55,29,527.07,Yes,Yes,No,Not Applicable,No reason specified,5,12,30-39
Katrina Volkmann,63,F,Town,Gold Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,167.27,25811.79,7,719.32,Yes,No,Yes,No Information Available,Poor Product Quality,3,13,60-69
Cedrick Bostic,13,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,12,227.68,41350.38,21,923.715969,No,Yes,No,Not Applicable,No reason specified,4,6,Oct-19
Gina Loveless,27,F,Village,Silver Membership,Yes,Credit/Debit Card Offers,Not Specified,Mobile_Data,7,54.24,18053.75,28,698.34,Yes,No,No,Not Applicable,Poor Website,4,13,20-29
Miguelina Roepke,45,F,Town,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,18,182.19,11470.9,23,598.62,No,Yes,Yes,Solved in Follow-up,Poor Website,5,23,40-49
Jani Mcfarland,40,M,City,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,11,114.85,1557.72,22,671.21,No,Yes,Yes,Solved,Too many ads,4,16,40-49
Antonietta Hanline,44,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6,359.73,2755.61,8,749.53,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3,33,40-49
Rosetta Flannigan,39,F,City,Gold Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,253.6,35544.68,20,1065.027042,Yes,No,Yes,No Information Available,Too many ads,3,6,30-39
Tara Youmans,12,M,City,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,14,116.42,6977.37,16,687.13,Yes,No,Yes,Solved in Follow-up,Too many ads,4,7,Oct-19
Sid Ries,21,M,Town,Platinum Membership,Yes,Without Offers,Smartphone,Fiber_Optic,3,566.34,38034.43,11,794.13,Yes,No,No,Not Applicable,Too many ads,3,10,20-29
Rowena Holladay,37,F,Village,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,440.7,53193.98,10,797.69,Yes,No,No,Not Applicable,User Friendly Website,2,5,30-39
Emmy Richart,33,F,Town,Platinum Membership,No,Without Offers,Desktop,Wi-Fi,14,320.28,14155.74,8,734.79,No,Yes,Yes,No Information Available,Too many ads,3,33,30-39
Kristeen Mast,30,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,21,44.22,52163.25,3,779.41,Yes,No,No,Not Applicable,User Friendly Website,1,28,30-39
Lizette Balog,62,F,City,Gold Membership,No,Without Offers,Desktop,Mobile_Data,0,125.26,43468.25,9,841.54,Yes,No,Yes,No Information Available,Quality Customer Care,1,20,60-69
Tyesha Osby,54,F,Town,Premium Membership,No,Without Offers,Desktop,Wi-Fi,17,321.37,42459.31,16,373.874386,Yes,No,Yes,Solved,Reasonable Price,2,20,50-59
Humberto Moret,36,M,City,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,104.16,45376.12,17,683.2,Yes,No,No,Not Applicable,No reason specified,5,4,30-39
Luetta Jolliff,48,M,Village,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22,389.19,40458.27,26,660.44,Yes,Yes,Yes,Solved,Poor Product Quality,4,17,40-49
Riley Modica,28,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,92.24,96078.33,17,790.24,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2,25,20-29
Kenny Bing,49,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,0,42.28,30766.12,6,513.5,Yes,No,Yes,Solved,Too many ads,5,10,40-49
Lorie Benito,30,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,693.81,23028.15,25,513.3,No,Yes,No,Not Applicable,Poor Product Quality,5,24,30-39
Gerard Janes,53,F,Village,No Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,7,350.86,13534.8,28,532.6,Yes,Yes,No,Not Applicable,Poor Customer Service,5,33,50-59
Merideth Zeiler,38,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,200.53,10247.22,27,702.38,No,Yes,No,Not Applicable,Poor Website,4,9,30-39
Ilda Elem,35,M,City,No Membership,No,Without Offers,Not Specified,Wi-Fi,17,41.93,6674.85,23,595.36,Yes,No,No,Not Applicable,Poor Customer Service,5,28,30-39
Alma Calderwood,26,M,City,Silver Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,77.29,38588.15,11,744.64,No,Yes,Yes,Solved,No reason specified,3,7,20-29
Wan Leclerc,49,F,City,Platinum Membership,Not Specified,Credit/Debit Card Offers,Desktop,Fiber_Optic,11,617.79,59506.8,2,821.89,Yes,Yes,No,Not Applicable,Products always in Stock,1,1,40-49
Marlena Rounds,17,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,181.02,19463.04,8,965.2663784,Yes,No,No,Not Applicable,Poor Product Quality,4,29,Oct-19
Enid Prigge,13,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14,94.08,18875.4,26,714.48,No,Yes,No,Not Applicable,No reason specified,4,13,Oct-19
Marietta Flewelling,44,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,496.43,36593.16,14,727.94,Yes,Yes,No,Not Applicable,Poor Customer Service,3,9,40-49
Brian Clubb,12,M,Village,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,19,283.95,39815.04,18,564.65,Yes,No,Yes,No Information Available,Too many ads,5,15,Oct-19
Glenda Staton,16,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21,30.13,48489.17,24,734.72,No,Yes,No,Not Applicable,Poor Website,3,13,Oct-19
Silas Delapaz,17,M,Town,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,19,33.03,21565.03,27,711.65,No,Yes,No,Not Applicable,Poor Customer Service,3,26,Oct-19
Leslie Hafer,18,F,Town,Gold Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,280.19,7425.42,29,635.55,No,Yes,Yes,Solved,Poor Product Quality,4,22,Oct-19
Janel Dewolf,18,M,Village,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,238.94,26799.18,14,584.6,Yes,No,No,Not Applicable,Poor Product Quality,5,29,Oct-19
William Cutler,33,M,City,Premium Membership,No,Without Offers,Desktop,Mobile_Data,16,199.33,3419.5,26,740.28,Yes,No,No,Not Applicable,Poor Website,3,35,30-39
Jena Carn,25,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,10,157.64,22290.07,0,607.88,Yes,No,Yes,No Information Available,Poor Website,4,26,20-29
Sallie Covert,21,F,City,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,13,64.11,32625.84,22,719.82,No,Yes,Yes,No Information Available,Too many ads,4,15,20-29
Shelby Binder,28,M,Town,Basic Membership,No,Without Offers,Both,Wi-Fi,17,497.4,48997.69,5,195.3832755,Yes,No,Yes,Solved,Poor Product Quality,5,24,20-29
Annika Harsh,24,F,Town,Gold Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Mobile_Data,23,455.57,9711.65,12,711.81,Yes,No,Yes,No Information Available,Too many ads,3,23,20-29
Janell Harbin,48,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,669.56,1554.39,6,1129.547339,Yes,No,Yes,Solved,Quality Customer Care,2,2,40-49
Melita Zoller,42,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,431.63,26095.73,8,918.731063,Yes,Yes,Yes,Solved,Poor Product Quality,5,34,40-49
Cornelia Miskell,17,M,Town,Basic Membership,Not Specified,Without Offers,Desktop,Wi-Fi,19,66.53,30862.42,16,932.0896372,No,Yes,No,Not Applicable,Poor Website,5,28,Oct-19
Lizette Pelosi,53,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,64.83,49480.02,5,607.41,Yes,No,No,Not Applicable,No reason specified,4,34,50-59
Deeann Albin,17,F,Town,Premium Membership,Not Specified,Without Offers,Desktop,Wi-Fi,0,390.11,81746.4,8,823.38,No,Yes,No,Not Applicable,Products always in Stock,1,4,Oct-19
Mellissa Grabert,35,F,Village,Silver Membership,No,Without Offers,Desktop,Fiber_Optic,21,31.22,4630.93,18,605.69,Yes,No,Yes,Solved,No reason specified,4,19,30-39
Franklin Sae,34,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,68.33,8896.59,12,498.5249001,No,Yes,No,Not Applicable,Poor Customer Service,3,9,30-39
Michelina Wroten,25,F,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,287.37,25037.67,7,508.61,No,Yes,Yes,Solved,Poor Customer Service,5,30,20-29
Wiley Bremer,47,F,City,Silver Membership,No,Without Offers,Desktop,Mobile_Data,4,125.51,14889.64,18,712.72,No,Yes,Yes,No Information Available,Poor Website,3,12,40-49
Cathleen Allsup,10,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0,242.93,34174.83,8,634.28,Yes,No,Yes,Unsolved,Poor Customer Service,4,14,Oct-19
Keren Dry,30,F,Village,No Membership,Not Specified,Without Offers,Smartphone,Fiber_Optic,13,1385.100712,16060.48,23,920.7467819,Yes,No,Yes,Solved,No reason specified,5,27,30-39
